Filming Date,#Camera,Hike,GPS-ID,Elevation,Plant Family,Plant Genus,Plant Species,Flower Height,#Flowers,Memory Card,Outside Pic,Inside Pic,Video stored,Comment,Frames Found,Frames with Hummingbirds,Hummingbirds,Comment,
07/10/15,6,Main Trail,FH649,1945,Alstroemeriaceae,Bomarea,pardina,1.5,7,6,,,66.00%,,1946 / 452,11 / 3,"8xBrown Inca, 1xViolet-tailed Sylph, 1xWedge-billed Hummingbird",Wedge-billed piercing,
07/10/15,13,Main Trail,FH1333,2192,Melastomataceae,Meriania,tomentosa,6,2,13,,,66.00%,,4920 / 3773 / 1131 / 103 / 432 / 2021 / 2169 / 999 / 68 ,0,Disappointing,,
20/10/15,6,Main Trail,FH650,1987,Gesneriaceae,Besleria,solanoides,2.5,4,6,,,66.00%,,,,,,
20/10/15,13,Main Trail,FH1334,1982,Melastomataceae,Meriania,tomentosa,8,2,13,,,66.00%,,,,,,
20/10/15,5,Main Trail,FH550,2113,Ericaceae,Psamisia,sodiroi,1.8,2,5,,,66.00%,,,,,,
20/10/15,11,Main Trail,FH1130,2271,Zingiberaceae,Renealmia,Sp 1,0.5,1,11,,,66.00%,,,,,,
20/10/15,12,Main Trail,FH1230,2266,Gesneriaceae,Columnea,medicinalis,1.7,1,12,,,66.00%,,,,,,
20/10/15,7,Main Trail,FH743,2254,Begoniaceae,Begonia,longirostris,1,1,7,,,,,,,,,
20/10/15,2,Main Trail,FH248,2229,Gesneriaceae,Hepiella,ulmifolia,2,2,2,,,66.00%,,,,,,
20/10/15,15,Main Trail,FH1502,2158,Campanulaceae,Centropogon,solanifolius,1.2,1,15,,,66.00%,,,,,,
20/10/15,14,Main Trail,FH1402,2156,Gesneriaceae,Gasteranthus,lateralis,0.4,1,14,,,66.00%,,,,,,
20/10/15,8,Main Trail,FH849,2137,Gesneriaceae,Alloplectus,teuscheri,0.4,1,8,,,66.00%,,,,,,
12/04/16,11,Main Trail,FH1131,1948,Gesneriaceae,Capanea,affinis,2,3,11,,,66.00%,,329 / 272,5 / 0,1xUnidentified; 1x Tawny-bellied Hermit; 1xBrown Inca; 1xViolet-tailed Sylph (female; piercing),,
12/04/16,2,Main Trail,FH249,2129,Gesneriaceae,Columnea,ciliata,1.5,1,2,,,66.00%,Flower seems to have fallen during the night,0 / 529,0 / 0,,,
12/04/16,6,Main Trail,FH651,2135,Gesneriaceae,Hepiella,ulmifolia,1.2,1,16,,,66.00%,,85 / 441,11 / 7 ,7xViolet-tailed Sylph_female (piercing); 3xTawny-bellied Hermit,,
12/04/16,8,Main Trail,FH850,2241,Rubiaceae,Palicourea,acetosoides,2.5,3,7,,,66.00%,,131 / 2076,2 / 0,3xGreen-fronted Lancebill,,
12/04/16,5,Main Trail,FH551,2182,Gesneriaceae,Alloplectus,teuscheri,2,4,5,,,66.00%,,2 / 2,2 / 1,3xGorgeted Sunangel,,
16/04/16,20,Maquipucuna,FH2001,1373,Gesneriaceae,Alloplectus,purpureus,2,1,20,,,33.00%,Flower fell at 10am,661 / 885,0,,,
16/04/16,19,Maquipucuna,FH1901,1579,Campanulaceae,Burmeistra,multiflora,1.3,2,19,,,66.00%,,77 / 610,0,,,
16/04/16,21,Maquipucuna,FH2101,1661,Gesneriaceae,Columnea,picta,0.3,2,21,,,66.00%,,39 / 872,0,,,
16/04/16,17,Maquipucuna,FH1701,1569,Gesneriaceae,Gasteranthus,quitensis,0.4,1,17,,,66.00%,camera fell,,0,,,
16/04/16,18,Maquipucuna,FH1801,1535,Zingiberaceae,Renealmia,sessilifolia,1.8,3,18,,,66.00%,The whole plant fell!,,0,,,
14/04/16,5,Main Trail,FH552,2140,Campanulaceae,Centropogon,solanifolius,1.5,1,17,,,66.00%,(LizzyCam),224 / 8,0,,,
14/04/16,2,Main Trail,FH24A,2128,Campanulaceae,Centropogon,solanifolius,1.5,1,4,,,66.00%,(LizzyCam),462 / 0,2 / 0,1xTawny-bellied Hermit,,
14/04/16,6,Main Trail,FH652,2183,Onagraceae,Fuchsia,macrantha,0.5,1,18,,,66.00%,(LizzyCam): Flower too far on the right of the camera angle,3 / 13,0,,,
14/04/16,12,Main Trail,FH1231,2124,Gesneriaceae,Capanea,affinis,3,0,12,,,66.00%,(LizzyCam) Plant / flower not filmed,1941 / 683,0,,,
14/04/16,11,Main Trail,FH1136,1948,Gesneriaceae,Capanea,affinis,2,1,15,,,66.00%,(LizzyCam) Flower fell,6661 / 2505,0,,,
14/04/16,8,Main Trail,FH851,2105,Onagraceae,Fuchsia,macrostigma,0.5,0,14,,,66.00%,(LizzyCam) No Flower,3235 / 2210,0,,,
20.4. / 21.04. 2016,2,Main Trail,FH2491,1933,Gesneriaceae,Capanea,affinis,2,1,14,,,66.00%,"(LizzyCam) Two days footage available, flower seems to open during the second day",3389 / 242 / 544 / 687,0 / 0 /0 / 0,,,
20.4. / 21.04. 2016,6,Main Trail,FH653,2175,Onagraceae,Fuchsia,macrostigma,2,2,17,,,66.00%,(LizzyCam) Two days footage available,127 / 148 / 24 / 81,0 / 0 / 1 / 1,2xTawny-bellied Hermit,,
20.4. / 21.04. 2016,8,Main Trail,FH852,2004,Gesneriaceae,Capanea,affinis,3,2,18,,,66.00%,(LizzyCam) Two days footage available,6285 / 95 / 249 / 6,2 / 0 / 0 / 0,1xViolet-tailed Sylph_male,,
20.4. / 21.04. 2016,12,Main Trail,FH1232,2099,Campanulaceae,Centropogon,solanifolius,0.5,1,12,,,66.00%,"(LizzyCam) Two days footage available, flower just above viewpoint of camera; position corrected during first day",467 / 364 / 20 / 33,2 / 7 / 7 / 2,"6xTawny-bellied Hermit; 2xVIolet-tailed Sylph_male, 1xBrown Inca",,
20.4. / 21.04. 2016,11,Main Trail,FH1137,2136,Campanulaceae,Centropogon,solanifolius,0.5,2,15,,,66.00%,(LizzyCam) Two days footage available,2463 / 1273 / 51 / 505,24 / 5 / 5 / 5,"3xViolet-tailed Sylph_male,2xTawny-bellied Hermit, 4xViolet-tailed Sylph_female",,
20.4. / 21.04. 2016,5,Main Trail,FH553,2123,Onagraceae,Fuchsia,macrostigma,2,1,4,,,66.00%,(LizzyCam) Two days footage available; flower fell between day 1 and day 2,92 / 30 / 416 / 235,0 / 0 / 0 / 0 ,,,
25/04/16,19,Maquipucuna,FH1902,1369,Gesneriaceae,Columnea,ciliata,2.3,1,19,,,66.00%,Two days of footage available.,587 / 5052 / 364 / 124,2 / 1 / 0 / 124,3xStripe-throated Hermit (piercing!),,
25/04/16,20,Maquipucuna,FH2002,1365,Gesneriaceae,Columnea,mastersonii,2.1,2,20,,,66.00%,Two days of footage available.,637 / 3728 / 159 / 92,6 / 0 / 1 / 1,4xWhite-whiskered Hermit,,
25/04/16,21,Maquipucuna,FH2102,1376,Gesneriaceae,Alloplectus,purpureus,3.5,6,21,,,66.00%,Two days of footage available.,295 / 216 / 6326 / 0 / 65 / 39 / 266 / 0,17 / 0 / 23 / 0 / 18 / 1 / 9 / 0,"22xStripe-throated Hermit, 4xWhite-whiskered Hermit",Stripe-throated Hermit seems to be piercing!,
25/04/16,17,Maquipucuna,FH1702,1379,Acanthaceae,Justicia,secunda,2,2,23,,,66.00%,"Two days of footage available. The flower that I was filming originally fell, there are a few others in the margins of the video, but because of changing weather conditions they move in and out.",922 / 703 / 247 / 347,1 / 0 / 0 / 0,1xStriped-throated Hermit,Stripe-throated Hermit doesn't touch the flower.,
25/04/16,13,Maquipucuna,FH1335,1378,Fabaceae,Erythrina,Sp 2,4,25,6,,,66.00%,Cameras produced 7 videos,33 / 140 / 244 / 910 / 817 / 823 / 1228 / 543,0 / 0 / 46 / 5 / 20 / 0 / 0 / 0,"5xAndean Emerald, 1xCrowned Woodnymph_male",,
25/04/16,18,Maquipucuna,FH1802,1374,Maranthaceae,Stromanthe,stromanthoides,1,2,22,,,66.00%,Two days footage. Cameras produced 3 videos on the first day.,341 / 5 / 7526 / 279 / 317,0 / 0 / 0 / 0 /0,,,
26/04/16,7,Lek,FH744,1782,Zingiberaceae,Renealmia,sessilifolia,0.8,1,7,,,66.00%,,399 / 827,1 / 0,1xTawny-bellied Hermit,,
26/04/16,14,Lek,FH1403,1834,Bromeliaceae,Pitcairnia,squarrosa,1.2,6,16,,,66.00%,This plant seems to offer crack instead of sugar!!! The hermit arrived at least 50 times throughout the day!,281 / 261,253 / 221,"100000xTawny-bellied Hermit, 8xFawn-breasted Brilliant_female",,
26.4. / 27.4. / 28.4.,2,Main Trail,FH2592,2165,Onagraceae,Fuchsia,macrostigma,1,1,18,,,66.00%,(LizzyCam) Three days of footage available.,13 / 16 / 517 / 384 / 308 / 39,6 / 0 / 0 / 0 / 0 ,"1xTawny-bellied Hermit, 1xViolet-tailed Sylph_male",Sylph piercing,
26.4. / 27.4. / 28.4.,12,Main Trail,FH1233,2163,Campanulaceae,Centropogon,solanifolius,0.5,1,12,,,66.00%,(LizzyCam) Three days of footage available.,137 / 432 / 13 / 431 / 72 / 2030,11 / 1 / 0 / 0 / 1,"5xTawny-bellied Hermit, 1xViolet-tailed Sylph_male",Sylph piercing,
26.4. / 27.4. / 28.4.,11,Main Trail,FH1138,2175,Onagraceae,Fuchsia,macrostigma,1.5,1,17,,,66.00%,(LizzyCam) Three days of footage available. Camera too close to flower.,160 / 756 / 93 / 1281 / 7 / 184 / 0,0 / 0 / 0 / 0 / 2 / 0,1xTawny-bellied Hermit,,
26.4. / 27.4. / 28.4.,6,Main Trail,FH654,1898,Campanulaceae,Centropogon,solanifolius,1,1,14,,,66.00%,"(LizzyCam) Three days of footage available. Camera angle was changed twice in three days, but bad weather conditions let the flower drift out of the viewpoint again and again.",19980 / 2563 / 1058 / 1456 / 440 / 427 / 373,0 / 0  / 0 / 0 / 0 / 0 / 0 / 0,,,
26.4. / 27.4. / 28.4.,8,Main Trail,FH853,2004,Gesneriaceae,Capanea,affinis,3,2,15,,,66.00%,(LizzyCam) Three days of footage available. Camera very close to flower.,286 / 99 / 382 / 141 / 76 / 170 / 40,0,,,
10/05/16,14,Main Trail,FH1404,1940,Maranthaceae,Calathea,ischnosiphonoides,1.2,2,16,,,66.00%,,49 / 1101 / 298 / 2684 / 372,0 / 0 / 0 / 0 / 2,Idenfication difficult. :(,,
10/05/16,11,Main Trail,FH1139,1960,Rubiaceae,Palicourea,acetosoides,1.5,5,11,,,66.00%,,72 / 345 / 0 / 156 / 6 / 1687 / 27,13 / 13 / 0 / 20 / 6 / 7 / 4,8xGreen-fronted Lancebill;1xViolet-tailed Sylph_female;1xUnidentifiable,,
10/05/16,5,Main Trail,FH556,1934,Gesneriaceae,Glossoloma,oblongicalyx,1.8,1,5,,,66.00%,,9 / 322 / 1275 / 48 / 1125 / 120,0 / 0 / 2 / 0 / 0 / 0,1xTawny-bellied Hermit,,
10/05/16,8,Main Trail,FH854,2000,Gesneriaceae,Columnea,leopardis,0.8,2,8,,,66.00%,,120 / 1295 / 349 / 2423 / 73,0 / 0 / 0 / 5 / 0,,,
10/05/16,6,Main Trail,FH655,1898,Bromeliaceae,Pitcairnia,squarrosa,1.2,3,4,,,66.00%,,22 / 12 / 157 / 30 / 30 / 0,11 / 8 / 37 / 23 / 15 / 0,"27xTawny-bellied Hermit, 4xFawn-breasted Brilliant;1xViolet-tailed Sylph_male;1xViolet-tailed Sylph_female",It's not clear whether the Sylphs are actually feeding.,
10/05/16,2,Main Trail,FH250,2000,Gesneriaceae,Capanea,affinis,2,1,18,,,66.00%,,756 / 4661 / 1015 / 2656 / 173,0 / 0 / 0 / 0 / 0,,,
09/05/16,13,Main Trail,FH1336,1957,Ericaceae,Psamisia,ulbrichiana,6,6,7,,,66.00%,,78 / 93 / 35 / 106 / 2247 / 1034 / 992 / 279,0 / 14 / 0 / 12 / 0 / 15 / 6 / 0,4xBrown Inca,,
14/05/16,13,Maquipucuna,FH1337,1564,Rubiaceae,Palicourea,demissa,6.5,4,??,,,66.00%,Filming from 9:24 to 10:50,1040 / 1802 / 5908 / 6038 / 529,0 / 6 / 0 / 6 / 0,1xViolet-tailed Sylph_male; 1xPurple-bibbed Whitetip_male,,
15/05/16,20,Maquipucuna,FH2003,1370,Gesneriaceae,Glossoloma,purpureum,2,1,23,,,66.00%,,257 / 92 / 139 / 458 / 73 / 0,4 / 5 / 2 / 3 / 0,12xStripe-throated Hermit; 1xWhite-whiskered Hermit,,
15/05/16,21,Maquipucuna,FH2103,1374,Acanthaceae,Justicia,secunda,1.8,2,21,,,66.00%,"Something must have hit the camera, it was directed towards the trail on the second day.",397 / 93 / 8 / 0 / 0 / 26 / 33,0,,,
15/05/16,18,Maquipucuna,FH1803,1378,Gesneriaceae,Columnea,picta,1.2,1,18,,,66.00%,,55 / 985 / 82 / 0 / 118 / 83 / 284,0 / 4 / 2 / 0 / 3 / 4 / 0,3xStriped-throated Hermit; 2xWhite-whiskered Hermit,,
15/05/16,17,Maquipucuna,FH1703,1610,Gesneriaceae,Columnea,ciliata,1.8,1,17,,,66.00%,,4909 / 2421 / 601 / 352 / 406,1 / 0 / 1 / 0 / 0,"1xWhite-whiskered Hermit,",,
15/05/16,19,Maquipucuna,FH1903,1609,Gesneriaceae,Gasteranthus,quitensis,0.5,2,19,,,66.00%,,1 / 58 / 22 / 0 / 40 / 0 / 7 / 86,0 / 0 / 0 / 0 / 5,1xStriped-throated Hermit,,
24/05/16,2,Main Trail,FH251,2151,Gesneriaceae,Kohleria,Sp 2,1.1,1,2,,,66.00%,,118 / 217 / 152 / 1633 / 41,0 / 2 / 5 / 6 / 1,"6xViolet-tailed Sylph_male; 1xBrown Inca, 1xViolet-tailed Sylph_female",No apparent flower contact for Brown Inca,
24/05/16,7,Main Trail,FH745,2262,Gesneriaceae,Alloplectus,teuscheri,1.9,2,7,,,0.00%,Camera 7 failed again.,,,,,
24/05/16,14,Main Trail,FH1405,2324,Campanulaceae,Centropogon,preslii,0.3,1,14,,,66.00%,,23 / 91 / 1732 / 72,1 / 0 / 1 / 0,2xTawny-bellied Hermit,,
24/05/16,6,Main Trail,FH656,2312,Rubiaceae,Palicourea,acetosoides,1.1,2,6,,,66.00%,,251 / 1 / 881 / 3,4 / 0 / 0 ,1x?Collared Inca?,Identification difficult. Looks too small for a Collared Inca.,
24/05/16,11,Main Trail,FH1140,2409,Rubiaceae,Palicourea,lineata,2,3,11,,,66.00%,,2514 / 503 / 959 / 50,7 / 8 / 4 / 5,10xBuff-tailed Coronet; 1xGorgeted Sunangel,,
24/05/16,8,Main Trail,FH855,2412,Rubiaceae,Palicourea,lineata,3.5,5,8,,,0.00%,Cameras turned itself off after 12 minutes of filming,,,,,
24/05/16,12,Main Trail,FH1234,2317,Gesneriaceae,Columnea,strigosa,1.7,1,12,,,66.00%,,453 / 380 / 199 / 1055 / 0 / 160,0 / 0 / 0 / 2 / 0 / 0,1xTawny-bellied Hermit,,
25/05/16,13,Main Trail,FH1338,2013,Ericaceae,Psamisia,ulbrichiana,6,8,1,,,66.00%,9 files were produced. Filming started 9:26am.,31 / 0 / 2 / 133 / 181 / 402 / 213 / 484 / 22,0 / 0 / 0 / 0 / 0 / 0 / 59 / 0 / 0,1xBrown Inca,,
28/04/16,18,Maquipucuna,FH1804,1370,Gesneriaceae,Columnea,mastersonii,2.1,2,18,,,66.00%,,462 / 189 / 1596 / 1068 / 55,1 / 0 / 1 / 2 / 0,1xUnidentified; 3xWhite-whiskered Hermit,,
27/04/16,13,Maquipucuna,FH1339,1371,Fabaceae,Erythrina,Sp 2,6,15,1,,,66.00%,,168 / 408 / 30 / 743 / 5 / 0 / 110 / 2087 / 1705 / 2040 / 0,0 / 0 / 0 / 0 / 0 / 0 / 0 / 0 / 0 / 0 / 0,,"Plenty of Euphonias and Butterflies, but no hummingbirds this time.",
28/04/16,19,Maquipucuna,FH1904,1375,Acanthaceae,Justicia,secunda,1,1,19,,,66.00%,,15 / 9 / 175 / 233 / 33,0 / 1 / 0 / 0 / 0,1xStriped-throated Hermit,,
28/04/16,22,Maquipucuna,FH2201,1382,Gesneriaceae,Columnea,picta,0.6,1,22,,,66.00%,,265 / 123 / 310 / 1029 / 25,3  / 0 / 3 / 0,4xStripe-throated Hermit,,
28/04/16,21,Maquipucuna,FH2104,1376,Gesneriaceae,Columnea,ciliata,2,1,21,,,66.00%,,90 / 100 / 462 / 913 / 41,0 / 0 / 1 / 0 / 0,"1xWhite-whiskered Hermit,",,
28/04/16,17,Maquipucuna,FH1704,1380,Gesneriaceae,Columnea,picta,2,1,17,,,66.00%,,1031 / 144 / 722 / 1679 / 13,1 / 2 / 0 / 0 / 0,3xStriped-throated Hermit,Stripe-throated Hermit piercing,
28/04/16,20,Maquipucuna,FH2004,1568,Heliconiaceae,Heliconia,impudica,1.3,1,20,,,66.00%,,115 / 106 / 520 / 570 / 25,1 / 0 / 0 / 0 / 1,1xUnidentified; 1xWhite-whiskered Hermit,,
09/06/16,12,Main Trail,FH1235,1924,Ericaceae,Psamisia,ulbrichiana,2,4,12,,,66.00%,,7009 / 839 / 96 / 181 / 705,0 / 3 / 0 / 1 / 0,2xGreen-fronted Lancebill (or is it?),White-sided Flowerpiercer,
09/06/16,14,Main Trail,FH1406,1955,Rubiaceae,Palicourea,acetosoides,3.2,4,14,,,66.00%,,5847 / 1322 / 268 / 393,6 / 0 / 2 / 2,4xGreen-fronted Lancebill,,
09/06/16,11,Main Trail,FH1141,1958,Rubiaceae,Palicourea,demissa,1.7,2,11,,,66.00%,,7509 / 4744 / 458 / 53 / 30 / 90,9 / 3 / 0 / 0 / 1 / 0,5xBooted Racket-Tail_male; 1xBooted Racket-Tail_female,,
09/06/16,19,Main Trail,FH1905,2003,Gesneriaceae,Drymonia,tenuis,0.5,1,19,,,66.00%,,0 / 1292 / 2307 / 734 / 113 / 24,0 / 0  / 0 / 0 / 0 / 0 / 0 / 0,,,
09/06/16,6,Lek,FH657,1822,Bromeliaceae,Pitcairnia,squarrosa,1.1,2,6,,,66.00%,,32 / 60 / 68 / 186 / 125 / 17,0 / 0 / 2 / 17 / 28 / 0,11xTawny-bellied Hermit; 1xFawn-breasted Brilliant,,
09/06/16,2,Lek,FH252,1872,Gesneriaceae,Gasteranthus,quitensis,0.4,1,2,,,66.00%,,152 / 276 / 147 / 239 / 26,0 / 0 / 0 / 1,1xUnidentified,,
09/06/16,13,Main Trail,FH1340,2312,Bromeliaceae,Pitcairnia,sodiroi,2,1,1,,,66.00%,Filming from 9:08 to 11:25,482 / 432 / 293 / 2025 / 1482 / 272 / 294 / 618,0 / 38 / 0 / 66 / 61 / 0 / 53,5xCollared Inca; 1xBrown Inca,,
11/06/16,13,Maquipucuna,FH1341,1373,Rubiaceae,Palicourea,demissa,5,6,1,,,66.00%,Filming from 8:05 to 10:30,125 / 13 / 1158 / 1870 / 298 / 738 / 1116 / 692,0 / 0 / 0 / 0 / 0 / 0,,"It surprises me that no hummingbird has visitited those flowers in 2,5 hours. Usually there is plenty of action around the bushes in that area and when I set up the camera there were at least five flying around. ",
12/06/16,17,Maquipucuna,FH1705,1370,Gesneriaceae,Glossoloma,purpureum,2,1,17,,,66.00%,Three days of footage available.,87 / 1445 / 111 / 732 / 19 / 880 / 243 / 24,10 / 11 / 6 / 7 / 0 / 0 / 0,7xWhite-whiskered Hermit; 23xStripe-throated Hermit,,
12/06/16,22,Maquipucuna,FH2202,1370,Heliconiaceae,Heliconia,virginalis,2.2,2,22,,,66.00%,Three days of footage available.,138 / 1434 / 400 / 366 / 357 / 528 / 1575 / 43,0 / 3 / 0 / 1 / 0 / 0 / 16 / 0 / 6,11xWhite-whiskered Hermit; 1xUnidentified;3xStripe-throated Hermit;2xWedge-billed Hummingbird,,
12/06/16,21,Maquipucuna,FH2105,1371,Acanthaceae,Justicia,secunda,1.7,3,21,,,66.00%,,857 / 739 / 430 / 184 / 87 / 319 / 921 / 19,7,5xStripe-throated Hermit,,
12/06/16,18,Maquipucuna,FH1805,1375,Acanthaceae,,Sp 2,1,8,18,,,66.00%,,30 / 1445 / 286 / 0 / 280 / 141 / 0 / 440 / 840 / 30,2 / 10 / 6 / 0 / 9 / 3 / 4 / 11 / 7,21xStripe-throated Hermit; 3xRufous-tailed Hummingbird,,
23/06/16,12,Main Trail,FH1236,2136,Ericaceae,Psamisia,sodiroi,1.7,2,12,,,66.00%,Flower fell on the second day,3244 / 4642 / 0 / 0 / 2609,0,,,
23/06/16,14,Main Trail,FH1407,2131,Gesneriaceae,Besleria,solanoides,2,4,14,,,66.00%,,201 / 182 / 63 / 489 / 153,2,1xViolet-tailed Sylph_female,,
23/06/16,2,Main Trail,FH253,2142,Gesneriaceae,Kohleria,Sp 2,1.5,1,2,,,66.00%,,19 / 25 / 58 / 277 / 100,0,,,
23/06/16,19,Main Trail,FH1906,2166,Begoniaceae,Begonia,longirostris,1,2,19,,,66.00%,B.longirostris is not revealing its secret. ,0 / 0 / 18 / 3 / 310 / 97 / 54,0,,,
23/06/16,6,Main Trail,FH658,2244,Gesneriaceae,Columnea,strigosa,2.2,1,6,,,66.00%,,303 / 215 / 50 / 113 / 122,1 / 2 / 4 / 0 / 4,6xTawny-bellied Hermit,,
23/06/16,11,Main Trail,FH1142,2276,Rubiaceae,Palicourea,acetosoides,3.5,5,11,,,66.00%,,72 / 16 / 94 / 260 / 59,2,1xGreen-fronted Lancebill,,
24/06/16,13,Main Trail,FH1342,2273,Rubiaceae,Palicourea,lineata,6,,1,,,66.00%,Unfortunately the camera shifted the focus after a few minutes.,7 / 0 / 0 / 3 / 62 / 157 / 141,3,1xUnidentified,,
25/06/16,13,Maquipucuna,FH1343,1527,Rubiaceae,Palicourea,demissa,5,4,1,,,66.00%,Filming from 9:00 to 11:00; only butterfly activity,562 / 244 / 338 / 1352 / 856 / 256,0,,,
25/06/16,17,Maquipucuna,FH1706,1381,Heliconiaceae,Heliconia,virginalis,3,2,17,,,66.00%,The flowers were rather short lived. All the hits we get were from right after I setup the camera.,514 / 1919 / 478 / 195 / 953 / 1200 / 14,10 / 0 / 0 / 0 / 0,5xWhite-whiskered Hermit,,
25/06/16,20,Maquipucuna,FH2005,1378,Gesneriaceae,Columnea,picta,1.1,2,20,,,66.00%,,13 / 1928 / 1579 / 1587 / 556 / 59,1 / 0,1xStriped-throated Hermit,,
25/06/16,18,Maquipucuna,FH1806,1562,Costaceae,Costus,Sp 1,1.4,1,18,,,66.00%,, 1 / 52 / 152 / 0 / 23 / 6 / 78 / 0 / 359 / 29 / 455 / 0 / 63,14,2Tawny-bellied Hermit; 2xWhite-whisskered Hermit,,
25/06/16,21,Maquipucuna,FH2106,1583,Heliconiaceae,Heliconia,impudica,1.6,2,21,,,66.00%,,338 / 458 / 0 / 138 / 183 / 128 / 177 / 25,0,,,
25/06/16,22,Maquipucuna,FH2203,1657,Zingiberaceae,Renealmia,sessilifolia,1.7,3,22,,,66.00%,,123 / 254 / 60 / 1864 / 1148 / 984 / 18,16,2xPurple-bibbed Whitetip_male; 4xUnidentified; 2xViolet-tailed Sylph_female; 2xBrown Inca; 1xBooted Racket-tail_female; 1xTawny-bellied Hermit,"I've checked the videos for the unidentified species, it doesn't get much clearer there. One could be a Western Emerald (female) and another a Woodnymph .. but it's really not clear",
25/06/16,16,Maquipucuna,FH1601,1664,Gesneriaceae,Glossoloma,purpureum,1.7,1,16,,,66.00%,"Two days of footage available., but flower fell the night before the second day.",67 / 3263 / 6713 / 411 / 176 / 478 / 146 / 22,0 / 2 / 6 / 4 / 2 / 0,8xTawny-bellied Hermit,,
14/07/16,11,Main Trail,FH1143,1765,Campanulaceae,Centropogon,solanifolius,0.7,1,11,,,66.00%,,77 / 84 / 0 / 154 / 0 / 54 / 35,12 / 3 / 0 / 15 / 8 / 9,8xTawny-bellied Hermit; 1xViolet-tailed Sylph_female,,
14/07/16,2,Main Trail,FH254,1779,Gesneriaceae,Drymonia,tenuis,1.8,1,2,,,66.00%,Flower fell during first night.,35 / 123 / 0 / 362 / 173 / 99,0,,,
14/07/16,6,Main Trail,FH659,1829,Onagraceae,Fuchsia,macrostigma,1,2,6,,,0.00%,,,,,,
14/07/16,19,Main Trail,FH1907,1859,Campanulaceae,Burmeistra,Sp 2,1.3,1,19,,,66.00%,,357 / 638 / 587 / 826 / 53,0 / 2 / 0 / 0 / 0,,The flowers in theare visited twice by „something“. The blur is unidentifiable.Looks bluish thouggh.,
14/07/16,14,Main Trail,FH1408,1904,Heliconiaceae,Heliconia,impudica,1,1,14,,,66.00%,,126 / 325 / 1920 / 129 / 158,0 / 2 / 5 / 0 / 0,2xViolet-tailed Sylph_female,,
13/07/16,21,Maquipucuna,FH2107,1374,Gesneriaceae,Drymonia,tenuis,0.7,1,21,,,66.00%,Three days of footage available.,76 / 27 / 0 / 455 / 0 / 175 / 122 / 736 / 64 / 87 / 0 / 22,1 / 3 / 0 / 14 / 0 / 2 / 2 / 0 / 0 / 0 / 0 / 0,10xStriped-throated Hermit,,
13/07/16,16,Maquipucuna,FH1602,1375,Acanthaceae,,Sp 2,1.8,1,16,,,0.00%,There might be a problem with the door-closed detectioni in this camera.,,,,,
13/07/16,20,Maquipucuna,FH2006,1488,Costaceae,Costus,Sp 1,1,2,20,,,66.00%,Three days of footage available.,5 / 77 / 135 / 1 / 5 / 67 / 150 / 492 / 437 / 43,0 / 1 / 0 / 0 / 0 / 5 / 0,3xTawny-bellied Hermit,"Confusion wiht stripe-throated hermit possible, but birds look big enough to be Tawny-bellieds",
13/07/16,18,Maquipucuna,FH1807,1650,Zingiberaceae,Renealmia,sessilifolia,1.3,1,18,,,66.00%,Three days of footage available.,0 / 2338 / 56 / 676 / 0 / 1951 / 241 / 2657 / 0 / 3758 / 194 / 2360 / 0 / 12,0 / 7 / 1 / 7 / 0 / 0 / 0 / 3 / 0 / 2,"7xBrown Inca, 1xViolet-tailed Sylph_female, 4xUnidentified, 2xPurple-crowned Fairy???, 3xTawny-bellied Hermit",I'm really not sure what the species with the bright white belly / breast and the black face mask is. The light conditions make it dificult to identify. In some pics it looks like a purple-crowned fairy in others like a Western Emerald. If the bright white is because of the light and the breast is actually speckled or grayish it could be something completely different,
13/07/16,22,Maquipucuna,FH2204,1635,Gesneriaceae,Gasteranthus,quitensis,2,1,22,,,66.00%,Three days of footage available.,1190 / 1462 / 221 / 676 / 353 / 64 / 3094 / 338 / 32,0 / 1 / 2 / 2 / 6 / 0 / 0,8xStripe-throated Hermit; 2xTawny-bellied Hermit; 4xCrowned Woodnymph,,
24/07/16,16,Maquipucuna,FH1603,1371,Gesneriaceae,Gasteranthus,quitensis,0.8,4,16,,,66.00%,,0 / 301 / 32 / 292 / 35 / 19,0 / 2 / 3 / 5 / 3 / 3 / 1,2xWhite-whiskered Hermit; 4xStripe-throated Hermit,,
24/07/16,22,Maquipucuna,FH2205,1374,Gesneriaceae,Columnea,ciliata,2.2,1,22,,,66.00%,,1 / 48 / 0 / 70 / 2 / 27,0 / 3 / 0 / 3 / 1 / 2,7xWhite-whiskered Hermit,,
24/07/16,21,Maquipucuna,FH2108,1376,Gesneriaceae,Columnea,mastersonii,2,2,21,,,66.00%,,7 / 2944 / 220 / 480 / 144 / 6,0 / 7 / 4 / 0 / 0,Hermit sp,"Camera position not ideal, birds can only be seen as siluetes.",
24/07/16,20,Maquipucuna,FH2007,1599,Gesneriaceae,Glossoloma,purpureum,2.2,1,20,,,66.00%,,1 / 632 / 102 / 172 / 35 / 20, 0 / 0 / 0 / 0 / 0 / 1,"1xWhite-whiskered Hermit,",,
24/07/16,17,Maquipucuna,FH1707,1654,Zingiberaceae,Renealmia,sessilifolia,2,4,17,,,66.00%,,3574 / 5047 / 2696 / 1495 / 24,0 / 2 / 2 / 0 / 0,"1xTawny-bellied Hermit; 1xBrown Inca, 1xUnidentified",,
